,pov6
7883,1
8318,1
16161,1
8398,2
5509,2
10492,2
15917,1
11089,2
11076,1
8871,1
15618,1
5355,1
10993,1
4282,1
9521,2
1948,1
1869,1
17780,1
7169,1
9333,1
3861,1
852,2
1464,2
11790,1
16988,1
2763,6
9824,1
17078,1
8452,1
6078,1
10990,1
13797,1
17570,1
8278,1
7280,1
7036,1
10640,1
9084,2
12397,6
8020,1
6027,1
12819,1
9435,2
10984,1
10328,1
7670,1
4701,3
4079,1
16296,2
6414,2
6884,1
6395,1
16435,1
547,1
6782,1
12323,2
13848,1
16931,1
13047,1
12899,1
13329,2
4423,2
12282,2
10582,1
2320,1
14729,2
1453,1
10856,1
13396,2
2768,6
12150,1
16458,1
2022,3
9494,1
12699,1
448,4
3116,1
12320,6
2606,1
2214,2
9555,1
4024,1
14977,1
5534,5
15762,3
8530,1
11560,1
11408,1
11086,1
2101,1
15649,1
16671,2
9328,1
1785,1
973,1
13683,1
15024,2
1917,1
9200,1
9449,2
4901,1
5736,1
4723,1
4066,1
12941,2
2148,1
14036,1
14750,1
6846,1
16337,2
1096,1
14688,1
539,1
9282,1
12023,1
16576,1
3513,2
14207,2
10147,1
7324,6
4788,1
11644,1
14959,1
8684,1
13911,1
17596,1
9340,1
9106,1
14637,1
5495,2
5677,4
13139,1
16973,1
7774,1
4666,1
10151,1
13081,1
14914,1
13760,1
17861,1
7128,1
13629,1
17475,1
1180,4
4081,1
6869,1
12093,1
17437,1
4538,1
8125,1
8357,1
9917,1
1590,2
4980,1
3,1
10694,2
5827,1
16775,1
2329,1
4777,1
3083,1
8107,1
4061,1
10230,1
10627,2
14053,1
2951,1
18249,1
936,1
3381,1
3434,1
16889,1
17501,1
6451,1
14696,1
11371,2
5581,1
18290,1
11626,1
10873,1
3351,1
8287,1
2956,1
9751,1
8993,1
12820,1
7820,1
17441,2
3880,1
8803,1
16974,1
3875,1
14496,1
17604,2
1763,2
15715,2
6428,5
10610,1
7702,2
11473,1
11153,2
5871,1
4035,1
2282,1
10510,1
11929,1
16032,1
16548,2
2853,5
6580,1
9296,2
10689,1
6637,6
1713,2
10044,2
15567,1
2933,1
1080,1
3336,1
938,1
4224,1
13223,1
18342,1
15701,1
5583,1
7487,1
2814,1
6766,1
12913,1
11718,1
11706,1
11403,2
8425,2
13085,1
16409,2
9466,1
3309,1
14879,1
3234,1
10204,1
15593,1
14463,1
5190,5
3882,1
13861,1
4394,1
14404,6
10423,1
10169,1
3658,1
9754,6
9288,1
11346,1
8781,1
12729,1
7890,1
10285,1
18114,2
5500,1
14015,2
14103,2
4,2
333,1
16417,1
15591,1
8825,1
9758,1
6570,1
18065,1
11222,1
13620,1
12175,1
1243,2
13943,1
2452,6
15184,1
17158,1
18262,1
6363,1
7720,2
2607,1
8004,1
5011,1
17660,1
8664,1
16608,6
14640,2
4078,1
17064,1
11035,1
18354,1
11142,1
12935,1
466,1
12006,1
5475,2
1939,1
7563,1
14441,1
14108,2
7261,1
7669,1
7347,1
17789,2
10780,1
10501,1
9821,1
4089,1
15039,6
14284,2
15562,1
2762,1
3650,1
6691,3
15256,2
4675,1
15979,1
5414,2
7185,1
5460,1
2225,2
10111,1
16968,1
504,1
5305,3
13627,1
4529,1
5878,1
12864,1
1866,2
5755,1
827,1
12574,1
10261,1
18150,2
7206,1
16683,4
4942,1
6441,1
8739,1
9963,1
18103,1
12194,2
4063,1
12826,1
14062,1
8294,1
10290,1
13280,2
1623,1
3808,1
3286,1
10310,1
10696,2
15178,1
4412,2
14486,1
1970,2
15758,1
16664,1
805,1
16800,1
11118,1
3927,1
12260,1
6602,1
10457,2
3069,1
12213,1
885,1
11188,1
4852,1
15389,3
13539,1
16235,2
961,1
5227,1
16076,1
3985,2
16464,1
16001,1
1906,2
6321,1
1509,1
735,1
12338,1
13564,1
11128,1
8445,2
2350,1
5477,2
11753,2
1577,1
3583,1
5202,1
13773,2
17480,1
10070,1
15523,1
18054,1
7171,1
12647,1
12451,1
6408,3
8957,1
11553,1
1091,1
14797,1
7026,1
5726,1
11934,1
12628,2
649,1
8966,1
4233,1
14163,1
16002,1
17653,1
10488,1
5184,4
4767,1
16329,1
17471,1
16851,1
13137,1
17999,1
11339,1
16177,1
7744,2
5510,1
15029,1
2280,1
9392,1
1963,2
8081,2
478,1
12119,2
10284,1
7139,1
4636,1
9687,1
9496,1
724,1
8835,1
11682,1
9590,1
9182,2
6135,1
8031,1
15731,1
6396,1
2824,2
15435,1
15033,1
11650,1
15699,1
15540,1
5017,1
5126,1
10353,1
17282,1
15309,1
3405,1
10827,1
6190,1
1805,3
10345,1
13216,1
14316,1
95,2
15806,1
18304,1
10491,1
18031,1
8605,1
10223,1
9154,1
5424,1
15596,2
14029,1
14670,1
15026,2
16039,1
13472,1
5031,1
14872,1
15147,1
14175,1
5000,2
13951,1
17472,2
8431,1
4447,1
5996,1
16175,1
1918,1
9866,1
17309,1
13912,1
5544,1
16359,1
16771,1
3749,1
5132,1
15541,1
14821,2
7860,1
2249,1
4772,1
13068,2
7626,4
17186,1
359,1
5306,1
6040,1
11905,1
7606,1
1480,1
8520,1
12666,2
4659,1
943,1
6153,1
6762,1
15271,1
5046,1
959,1
7007,2
18336,1
475,1
7969,2
2185,1
886,1
6149,1
11000,1
13500,1
14717,1
7682,2
12725,1
3302,2
1097,2
4391,1
7082,1
2001,4
14488,2
9891,1
10513,1
15573,1
8194,1
13504,1
694,1
2860,1
10170,1
2790,1
12656,1
16993,2
17769,1
11763,1
1861,1
2041,1
10086,1
10969,1
6893,1
7233,1
2293,1
10836,1
12544,1
3152,5
14982,2
15811,1
8334,1
16990,1
5720,1
2482,1
13110,1
11065,1
4469,1
12487,1
10168,1
12367,1
7133,1
13752,1
597,6
9629,1
12274,2
2854,1
8095,3
16996,1
3954,1
15502,1
16884,1
5937,1
4216,1
3944,1
1085,2
8066,1
7949,1
15530,1
16146,1
6729,1
540,1
8236,1
12330,1
8487,1
13514,3
9147,1
14223,1
3823,1
8197,1
9411,2
14261,1
9568,1
17289,1
15763,3
13133,1
6499,1
7287,1
1753,1
16302,2
15691,1
13894,1
14458,1
2207,1
14461,1
5780,1
12736,1
12108,1
18173,2
14076,1
12206,1
6740,2
4379,1
4258,1
16332,1
14897,1
9538,1
10226,1
17907,1
15747,1
15748,2
3060,1
11613,1
2026,1
8400,1
8745,1
11597,1
271,1
9846,1
6833,1
14975,1
9176,1
17987,1
6618,1
6060,1
8912,1
15620,2
18085,1
11506,1
10217,1
13067,1
10870,2
2019,2
2583,1
15066,1
11760,1
8647,2
12335,1
14581,1
9102,1
17249,2
3681,1
7447,1
6379,5
10673,1
6892,2
3040,2
16617,1
12928,1
13441,2
14487,1
7491,1
12334,1
13357,1
493,1
3162,3
12232,1
12029,2
18353,1
12740,1
11551,1
606,1
11289,1
2155,1
18047,1
6170,1
6930,1
12095,1
8737,2
10538,1
12141,6
11996,1
17074,1
4941,2
12017,1
5689,2
7851,1
12077,6
16869,1
2519,2
1258,1
12502,1
3410,1
7489,2
9031,1
13257,2
14988,2
3416,2
8834,1
6348,2
14861,1
14803,1
6919,2
16151,1
11122,1
15094,1
13415,2
16231,1
92,1
5124,1
12795,1
9901,1
1382,1
7453,1
13302,1
12918,1
423,2
5347,1
7944,1
3326,1
8909,1
3852,1
2894,2
15992,1
18137,1
13830,1
9681,2
6983,1
6756,1
2826,2
17909,1
3253,2
12429,1
6838,1
14722,3
7892,2
1508,2
3050,1
6164,1
8795,1
3856,2
18247,1
12852,2
11671,1
17361,1
10073,1
3771,1
11023,1
8748,1
3442,2
12307,2
13693,2
16895,1
3065,1
16726,1
16091,1
8324,2
15515,1
9734,1
3723,1
14596,1
1035,1
10936,2
13264,1
16107,1
9406,1
9420,1
2815,2
1609,1
7365,1
9700,1
9527,1
17477,2
6002,1
11635,2
14956,2
13282,2
6461,1
2896,3
925,2
10740,1
1870,1
1282,1
2788,2
15546,2
16488,1
914,1
18011,1
12013,1
7274,2
10184,1
5671,1
1556,2
12046,1
7088,1
8313,2
13071,2
8766,1
10107,1
4626,1
3567,1
16858,1
7971,1
4633,1
5350,1
1604,1
8827,2
2348,1
5020,3
16274,1
9215,2
8532,1
10536,1
8429,1
8629,2
3930,1
5403,1
1093,2
1181,1
8989,1
10946,1
4951,1
17979,1
9391,1
502,2
15272,1
1885,2
657,1
322,1
15324,1
6750,1
9341,2
17560,2
16698,1
7446,2
13961,1
13111,1
460,1
14336,1
1448,1
9379,1
7423,6
12841,1
12030,1
3443,1
17611,1
5750,1
5775,1
14725,1
12675,1
1373,2
14000,1
2587,1
8421,1
5741,1
12758,1
3718,1
1246,2
13743,1
17667,2
12797,1
15368,1
13730,1
2114,1
9294,1
11692,1
3269,1
7538,1
70,1
8918,1
8937,1
2913,1
3889,1
8944,2
8640,1
12321,2
2344,1
8548,2
14146,2
13423,1
6917,2
83,1
12772,1
7741,1
2016,1
161,1
15488,1
8789,6
14828,2
9855,1
16929,1
8471,1
18326,2
5828,1
2450,1
2936,1
2545,1
1142,1
1960,1
14333,1
11238,1
17747,1
8723,1
2210,4
1890,1
16652,1
10382,1
4889,1
11728,1
1179,1
13780,1
7437,1
9537,1
5881,1
13427,1
16501,2
7719,1
10988,1
13989,1
16620,1
4005,1
3463,1
3022,1
18226,1
17680,1
2999,1
18155,3
12039,1
242,1
4408,1
12250,1
9905,1
7805,2
4727,1
16222,1
17765,2
16450,1
5547,2
11512,1
14038,1
17936,1
12559,1
6975,1
5390,1
18280,2
1570,2
1294,2
11754,2
17228,1
11701,1
4230,1
8056,1
13206,2
9052,3
16942,1
12584,1
16904,1
11689,2
14960,1
9559,1
1998,1
11093,1
283,1
14978,2
16029,2
5370,2
231,1
2609,1
1845,1
7899,1
10520,1
7234,1
7940,1
1539,1
16980,6
6852,2
3467,5
4581,1
13745,1
11606,2
3932,1
3499,1
14767,2
3339,1
8545,1
3316,5
5535,1
13430,1
8454,1
14843,1
12435,1
17449,1
2902,1
13552,1
499,1
2212,2
17886,2
18243,1
5507,2
1462,1
18286,1
6030,1
10252,1
12311,1
17966,2
15628,1
17972,1
960,1
14341,1
5900,1
8553,1
3104,3
16839,2
17883,1
15009,1
1555,3
16022,1
8152,1
17313,3
4409,1
5890,1
12184,1
867,2
6341,1
8279,1
11538,2
5273,1
5779,1
8367,1
10500,1
4965,1
12771,2
18132,2
1184,2
3606,1
2368,1
15441,1
5089,1
17842,2
6208,1
13778,1
5650,2
13404,1
16253,1
635,1
9183,1
17885,2
1163,1
5332,4
8241,1
6749,1
5378,1
17073,2
16532,1
16477,3
13391,1
16846,1
15164,1
6645,1
11208,1
17945,1
3101,1
10639,1
10623,1
7295,1
17901,1
2635,1
15678,1
1078,2
16297,2
2613,1
11660,1
10533,1
918,1
12131,1
12892,1
2836,1
7811,1
9469,1
15984,1
14257,2
14925,1
13469,1
10406,3
5215,1
7288,1
15058,2
87,1
16848,1
17013,1
9231,1
4041,1
5086,1
14473,1
2918,2
5637,1
12516,1
8920,1
9071,1
783,1
15549,1
17263,2
2877,4
225,1
13518,1
15720,1
110,1
8731,1
4283,1
934,1
9836,2
2066,1
6343,2
17940,2
18321,1
16662,1
9776,1
16065,6
2469,2
17278,2
4612,1
15687,1
13114,2
3865,1
15222,1
3250,2
12454,6
11226,1
6594,2
8476,1
18092,1
14444,1
26,1
13714,1
3188,1
4030,1
11713,1
17483,1
18010,1
10057,2
9399,1
4700,1
294,1
9222,1
7393,1
17005,1
7145,1
13585,1
14382,1
5140,1
13372,1
17539,1
4641,1
9960,2
16023,1
9402,1
8573,1
15907,1
4888,1
13712,2
1927,1
3514,1
8072,4
3464,1
3747,2
7359,1
1468,1
13765,1
6314,1
11189,2
10074,2
3027,1
18319,1
16392,1
13839,1
2301,1
13551,1
13348,2
909,2
7219,1
7793,1
361,1
16087,2
10552,1
3883,1
13984,1
7981,1
17093,1
7590,1
17198,1
6146,1
2176,1
7272,2
17621,1
13621,1
866,1
17699,1
14605,1
5574,1
10693,1
5421,2
13932,1
4981,2
15083,1
6158,1
13648,1
7674,1
12181,1
15614,1
234,1
3781,1
13671,1
17316,1
4897,1
11544,1
17862,2
16984,1
2677,3
12365,1
8672,6
3136,1
8799,1
2778,1
13172,1
12714,1
3894,1
16232,1
2542,1
6604,1
3013,1
15559,1
9732,2
13170,1
15150,1
10733,1
13570,2
18338,1
17806,1
8709,1
17451,1
15506,1
6056,1
2731,1
11714,1
11221,1
16554,1
3210,4
8346,1
5501,1
17425,2
17627,1
16134,1
14513,2
14260,1
15477,1
9044,1
12300,1
17722,1
3641,1
13192,1
8288,1
2432,1
6818,1
4323,1
15401,1
8387,1
4610,1
9663,6
4893,1
4598,2
15749,2
2297,1
14174,1
8300,2
3447,1
1711,1
15966,1
9284,2
619,1
12875,1
15667,1
15937,2
4652,1
10705,1
16290,1
6503,1
412,2
199,1
1220,1
1319,1
14536,1
183,1
11948,1
8992,1
12243,1
14028,4
14844,1
2182,1
8648,1
2349,1
10647,1
8470,1
10085,1
5354,1
9446,1
9920,1
17859,1
647,1
4653,1
12094,1
880,1
13850,1
5077,1
3208,1
4818,1
1777,1
11229,1
11628,2
11100,1
9400,1
11601,1
12683,1
5879,1
13582,1
11518,1
994,1
16723,1
9594,1
3902,1
13428,1
12969,1
13919,1
17669,1
18088,1
16947,1
16263,1
3181,2
11253,1
5360,1
10429,1
5269,1
5888,1
9276,6
8632,1
7474,1
9152,1
13843,1
5600,1
15848,1
19,1
2794,1
9474,2
17237,1
3853,1
4832,1
9038,2
18172,1
5335,1
10958,1
2738,1
16767,1
9456,2
15131,1
8000,1
13090,1
9931,1
15134,1
9462,1
16906,1
17582,1
6227,1
745,1
16287,1
9057,1
14826,1
2690,1
5840,2
7930,1
5818,2
16319,2
16326,1
7750,1
6494,1
10803,1
16573,1
17500,3
901,1
5702,1
533,4
5253,3
1669,1
4681,1
2900,2
4867,1
10367,1
11280,1
3011,1
2274,1
13979,1
5821,1
17421,1
15746,1
14877,2
5595,1
14789,2
16221,1
13019,1
14186,1
6989,1
8671,1
12459,6
14192,1
17751,1
8925,1
8638,1
15631,1
12225,1
14165,1
1256,1
7922,1
14148,1
2351,1
14259,1
2111,1
12275,1
4454,1
9745,2
15521,1
13906,1
12825,1
8724,1
3866,6
13972,1
12482,1
3929,1
8389,1
18177,1
8293,1
16085,2
18361,1
10470,1
7550,1
18138,1
5657,1
14931,1
15221,1
13638,3
18027,2
4249,1
10652,1
4095,1
13112,1
14380,1
1926,1
5374,1
17050,1
13183,1
17902,2
15850,1
9211,2
16765,1
9805,1
13710,1
9275,1
5706,1
14376,1
15373,2
8065,1
14285,1
7479,1
7894,1
14247,2
13990,1
11045,2
5217,1
3473,1
14530,1
14236,2
15977,1
4634,1
1123,1
16136,2
10573,1
2311,1
11381,1
14683,2
5148,1
17545,1
3451,1
7073,1
9673,1
11747,1
2053,2
18279,1
12125,1
5203,1
13204,1
6425,1
629,2
8022,2
12068,1
12791,2
18375,1
11803,1
13046,1
8068,1
7693,1
1431,1
18235,1
6472,2
8846,1
9306,1
14541,1
5803,1
9366,3
17109,2
18021,1
13818,1
17674,2
11119,1
18212,4
8758,1
963,2
7504,1
17924,1
14387,1
6837,1
2341,1
426,1
6495,1
10177,1
8574,1
5504,1
4816,2
3264,1
13324,3
13869,3
2851,1
11957,1
12905,1
9929,1
17561,1
12171,2
654,1
12111,1
11729,2
3094,1
4068,2
12333,1
12849,1
222,1
887,1
16277,1
16185,1
3750,1
16715,2
14635,1
1634,1
16142,2
14043,2
16342,2
11443,2
16695,1
14143,2
6207,1
1262,2
8242,1
7864,1
5408,1
11755,1
18197,1
9995,1
15914,2
1743,1
11345,1
13117,1
16097,1
8310,2
12025,1
9617,1
6773,1
3423,1
1033,1
12846,1
4007,1
15137,1
15313,1
9489,1
9348,1
5954,1
1222,1
16571,1
16406,2
6186,1
16871,1
3036,1
11906,1
17204,1
12481,1
11788,1
6352,1
10067,1
6928,2
3885,1
10294,1
10318,5
6823,1
7178,1
11602,1
11777,2
7643,1
6790,1
3274,1
9470,1
18277,1
5981,1
11055,1
9930,1
1652,1
5131,1
8768,1
2619,1
9913,1
8978,1
8130,1
7884,1
3173,5
10759,1
8883,1
15125,1
10432,1
10439,1
13535,1
8371,1
10186,1
1321,2
9055,1
13669,1
7817,1
5019,1
2198,1
6997,1
14393,2
9631,1
5737,1
678,2
16280,1
6034,1
14098,1
17367,2
15346,2
3077,1
9689,1
8117,6
3359,1
8506,1
2092,1
6613,1
15710,1
941,1
107,1
10516,2
3949,1
14906,1
4627,1
16734,1
14169,1
7602,1
3565,1
12985,1
6330,2
16563,1
730,1
11044,2
5189,2
12965,1
5163,1
9141,1
13767,2
18271,1
721,1
10038,1
7926,2
14498,1
8533,1
3438,1
12083,1
8124,1
6255,1
4189,2
14540,1
8760,1
16832,2
12560,1
15575,2
3161,2
16068,1
12440,1
11484,1
9596,1
18255,1
11642,1
7476,1
12,1
14193,1
8995,1
13044,1
17756,1
1512,2
15898,1
5506,1
12258,1
5386,1
5201,1
1630,3
16372,1
15819,1
5976,1
4199,1
12586,3
5293,1
2205,1
5415,1
1793,1
5479,1
8469,2
8526,1
15110,1
3180,1
1908,1
16462,1
12983,1
15834,1
7893,1
15970,1
6608,1
3805,1
5971,1
480,1
7266,2
3591,1
11455,1
12497,1
13250,1
7948,2
5607,1
4176,1
17965,1
4863,1
10183,1
10953,1
8707,1
14052,1
5961,1
14957,1
6492,1
16108,2
7918,3
818,2
3727,1
7123,1
2921,1
748,1
6199,1
16125,1
13186,1
16143,1
1194,1
10592,1
12867,1
18315,1
11808,1
4998,1
14033,1
6254,1
18049,1
5445,1
14986,1
15425,6
12810,1
4302,1
13142,1
10615,1
9649,1
15020,2
10149,1
8406,2
13301,2
12153,1
11447,1
1953,1
14279,1
8721,1
12668,1
13403,1
5122,1
17184,1
4755,2
1683,1
6234,1
5989,1
12472,1
11067,1
9615,1
14515,1
10962,1
3937,1
17860,1
2782,1
17059,1
2229,2
5036,1
12291,1
12590,4
3053,1
14508,1
14938,1
7814,1
16855,1
10412,3
17874,2
13884,1
15037,1
14820,2
3801,1
7499,1
483,1
4429,1
11926,1
16389,1
10883,1
1729,1
2052,1
11407,2
10482,1
10922,1
15365,1
5807,1
15739,1
15616,1
17448,1
12386,1
11577,1
15456,1
4462,1
1201,2
5133,1
5016,1
11499,1
6804,1
18369,2
16561,1
3007,1
12588,1
4171,1
5042,2
1709,1
9515,1
6316,2
3194,2
12672,2
14371,1
60,1
815,1
8678,1
14386,1
6995,1
15967,2
9867,1
7997,1
6970,1
3433,1
10238,2
11675,1
16558,1
6069,1
16666,2
4535,1
16343,1
8653,1
16564,1
16430,1
2048,1
548,1
7816,1
8597,1
5631,2
18287,1
11609,1
8397,2
189,1
18367,1
8299,1
5711,1
14714,1
1267,2
12896,1
14027,1
15374,2
18112,1
13696,1
3185,2
7157,1
1234,1
4707,1
2979,1
12133,1
13809,2
3032,1
3984,2
2838,2
10588,1
11540,1
5952,1
8227,1
10460,2
9410,2
583,1
11316,2
4194,2
9053,1
5794,2
2285,1
18171,2
13634,1
3533,1
10616,1
11523,1
4774,1
8085,2
14779,2
10812,1
2057,1
12717,4
1852,1
6974,1
10311,1
659,3
12290,6
4676,5
16154,1
8121,1
4902,1
6699,1
6788,1
1574,2
4397,1
9227,1
4677,1
520,2
3348,2
12048,1
3015,1
16391,1
17610,1
4107,1
10607,1
6720,1
5281,1
12495,1
14673,1
3385,1
12073,1
12050,1
9935,1
17068,1
13101,3
9721,1
6932,1
13795,2
15881,1
14520,1
267,1
10947,1
14126,1
4340,2
1406,1
8265,5
11462,3
8422,2
4279,1
10877,1
3825,1
14221,1
16802,1
521,1
8392,1
2312,1
13907,1
5979,6
581,2
16338,1
11120,2
4718,1
4247,1
17537,2
8708,1
11365,1
14630,1
15902,1
8097,1
8786,1
9042,2
3093,1
677,1
12196,1
9041,1
17166,1
1772,1
14873,2
13308,2
4853,2
15909,1
10773,1
16196,4
3361,1
13852,1
11903,1
17506,1
1087,1
7250,1
13921,1
15574,1
11158,1
439,2
8269,1
14097,1
8432,1
13665,2
374,1
816,1
13824,1
1165,1
12838,2
786,4
15138,1
12229,1
11456,1
13317,2
9791,1
11655,2
4016,2
1059,1
14625,1
9799,1
4726,2
16111,1
7902,1
1863,1
432,2
16911,1
9329,1
13083,1
551,1
1955,1
1279,2
10743,2
41,1
10249,1
5694,2
14738,1
8830,1
13022,1
17656,2
13156,1
14713,2
8157,1
9318,1
7850,1
5923,1
14490,1
2398,1
8349,6
2729,1
18094,1
17807,1
17527,2
8593,1
9797,1
11223,1
6362,1
17717,1
7315,6
18230,2
16654,1
3278,1
877,1
17341,2
11251,1
17504,1
9958,1
536,2
16849,1
4355,1
3369,1
10746,1
9927,1
2126,1
4422,2
1544,1
13791,1
13872,1
213,1
17876,2
14306,6
12117,1
14766,2
12031,1
5599,1
101,1
9987,1
11321,2
18314,1
8240,1
6940,1
12511,1
16796,1
12688,1
1310,1
116,1
11167,1
1667,2
9083,1
3295,1
6364,1
7964,1
11313,1
7739,1
8080,1
2610,2
15099,1
5107,1
5990,1
562,2
12190,1
12955,1
1252,1
18256,1
17409,1
6831,1
14006,1
3888,1
13558,3
5734,1
5665,2
8283,1
13057,1
11303,1
17836,1
11703,1
142,4
2200,2
5896,1
7762,2
13471,1
257,1
15778,6
9831,1
106,1
15956,2
6465,2
4183,1
8642,1
2406,2
297,1
13495,1
742,1
12974,1
9762,1
11575,2
10287,2
2023,1
471,2
12713,1
10613,1
9135,1
6050,1
16025,1
17682,1
916,1
14616,2
4704,1
3056,1
17695,3
14998,1
6791,1
4204,1
13361,2
4572,1
5928,2
12566,3
6302,2
11135,1
12135,1
17479,2
2271,1
3535,1
14289,1
4385,1
8620,1
17985,2
13949,1
13334,2
2438,1
2820,2
18113,1
992,1
7956,1
9906,1
166,1
10458,1
1124,1
8446,1
14892,1
9988,1
261,1
7661,1
12139,1
10464,1
14615,1
16525,1
18166,1
3044,1
18216,1
580,1
16446,1
15897,2
4291,1
15111,6
4839,2
14469,1
13842,1
7321,1
7444,1
10834,1
18210,1
11704,1
17818,1
5142,1
4838,1
10897,6
12534,1
13617,1
16318,1
1393,1
17106,1
17181,1
15996,1
33,1
2899,2
1227,1
5251,1
7141,1
5867,1
7635,1
1370,1
1624,1
14731,2
17822,1
3968,2
2032,1
13400,1
14658,1
9177,2
2720,1
2987,2
1519,2
6992,1
6776,1
12916,1
4684,3
702,1
6350,2
851,1
6900,1
9307,1
6532,1
3226,1
7581,1
3062,1
3476,1
16400,1
16943,1
3272,1
1241,4
17259,1
10959,1
4046,1
4407,1
16633,1
4796,1
9434,2
7842,1
3721,1
5776,1
16437,1
65,1
7356,1
5448,1
12522,1
14881,1
15737,1
15527,1
8986,1
3127,1
12485,1
1681,6
9090,1
16876,1
15872,1
6280,2
7756,2
5792,1
13155,1
17039,1
3317,5
9452,2
15923,1
6202,1
14833,1
1497,3
2156,1
12297,1
510,1
3422,1
2354,4
18015,2
6772,1
6300,1
6455,1
1952,1
8658,1
15185,1
9508,1
1670,1
1975,1
7379,1
6263,1
9697,1
7638,1
10062,1
14231,1
5590,1
429,1
14166,1
826,2
6066,1
17724,1
1646,1
14542,2
6347,2
5911,5
14365,1
16740,1
4033,2
537,1
2463,2
10790,1
5826,1
12361,1
4847,1
6111,1
17060,1
7032,1
17436,1
15316,1
6018,1
13129,1
15333,2
9385,1
345,1
6828,1
11467,1
1361,1
3939,1
18133,1
7824,1
5212,1
2507,1
11578,2
4891,2
7745,2
16459,1
5080,1
3903,1
1765,1
7703,1
13616,2
12055,1
14666,1
3198,1
13060,6
8504,1
6565,2
11393,1
10245,1
13915,1
15362,2
1834,2
7501,2
593,1
10084,1
5199,1
6581,1
11569,2
7773,1
6747,1
11232,1
12947,2
7140,1
7311,1
8466,1
10835,1
11853,1
8996,1
314,1
3418,1
4617,1
13456,1
8453,1
7030,1
985,1
7644,1
98,1
3118,1
5277,2
9017,1
15938,1
212,1
16380,1
4834,1
14602,2
11006,1
5824,2
16031,1
16042,2
5602,2
8340,1
610,1
12648,2
5211,1
1219,1
12402,2
3388,1
12192,1
13109,1
16156,2
1115,1
8583,1
13822,1
2539,1
15690,1
7617,1
1614,2
12536,1
9184,1
10326,2
11349,1
7282,1
4417,1
50,1
15217,1
6184,1
3564,1
8358,1
1213,1
2852,6
1511,2
5085,1
17617,1
5700,1
7360,1
13964,1
12575,1
11647,1
3563,1
17447,1
2150,1
12765,1
8572,1
10200,1
11715,1
18333,1
2525,2
16069,2
1092,2
393,1
3699,1
8842,1
16963,1
13290,2
12302,2
5168,1
10443,1
11871,1
1715,1
3251,2
770,2
4750,1
12591,2
18218,1
11105,2
8165,1
7973,1
14350,1
13618,1
181,1
15155,1
14241,2
11270,6
16129,2
3500,1
14401,1
13980,1
10603,1
9498,1
4399,1
12687,2
17572,1
10645,1
10141,6
13191,2
8369,1
7160,1
11432,1
17248,1
14601,2
14256,2
2456,1
3340,1
11683,1
11361,1
1740,1
6947,1
15665,1
10415,1
15809,2
8919,2
12573,1
845,1
3793,1
10441,1
12964,1
14069,1
2547,1
8569,1
15281,1
17112,1
7711,1
2262,2
6509,1
10543,1
16433,2
1747,1
5283,1
47,1
1005,1
981,1
4490,1
10400,1
12376,1
7545,1
16444,1
11645,2
15208,1
10229,2
16308,2
8839,1
13131,1
2494,1
10957,1
6125,1
7322,1
12898,1
1789,1
6925,1
5359,1
5984,1
1440,2
2364,1
5340,1
6623,1
3550,1
6194,3
13579,1
16239,1
12967,1
17347,2
2412,1
10104,1
8212,2
1067,1
18175,1
15159,1
17977,1
9149,1
11687,1
15022,2
5480,1
4896,1
842,1
17201,1
1496,4
4946,1
16582,1
424,2
7508,2
5787,2
6523,1
2895,2
1404,1
14748,1
12968,1
12151,1
2513,2
10655,1
13461,1
17214,1
7709,1
9321,1
13956,1
8764,1
13253,1
6745,1
9588,2
15505,1
5942,1
13929,1
2429,1
1764,1
5901,2
17585,1
8973,1
6265,1
13747,1
11894,1
17732,1
8417,1
4630,1
3484,1
9759,1
9371,1
3107,2
16829,2
2179,2
1859,1
12398,1
7668,1
3777,1
9765,1
16327,1
714,2
10505,1
11586,1
16586,1
17429,2
5246,1
577,1
613,1
3074,3
3441,2
3043,1
14100,2
13750,1
11068,3
5100,1
16545,2
3505,2
17118,1
9665,1
9322,1
7779,1
15206,1
7910,2
6436,5
17212,1
13612,1
14528,1
16216,1
14868,2
18238,1
13452,1
5514,5
17052,1
4261,1
4785,1
16295,1
15854,1
14650,1
750,1
10842,4
9553,1
6870,1
17567,1
2034,1
2377,1
9455,1
13294,1
3289,1
3688,1
15896,1
9696,2
18267,1
5810,1
1997,1
1914,1
17169,1
923,1
8991,1
16844,3
2932,1
2134,1
14857,2
10467,1
15860,2
6836,1
2882,1
6761,1
6945,1
1632,1
950,1
477,1
14158,1
4044,1
1150,2
3100,1
15040,1
4285,1
9172,1
2319,1
10195,1
1351,5
16179,1
4780,1
9655,1
15413,1
2940,1
11552,1
5288,2
10256,3
9865,2
17317,2
2203,1
7292,1
11103,1
5854,1
4851,2
4872,2
7130,1
3752,1
8105,1
3950,1
1867,1
15459,1
9216,1
12392,1
2796,3
6430,1
9335,1
14171,2
4909,1
14697,1
10554,2
12903,1
665,1
13530,1
2732,1
11087,1
11281,1
7191,1
8182,1
13509,1
17178,1
11786,2
4456,1
7339,1
4136,2
9899,1
7566,1
8771,1
8967,1
7540,1
6210,1
7284,1
11308,1
11679,1
6283,1
18204,1
5325,1
4043,2
176,1
641,1
10679,1
18191,1
1470,2
5728,1
15916,1
16016,2
4648,6
935,1
3327,1
17954,1
7680,1
15104,1
3402,1
6573,1
7559,1
18023,6
5929,1
6270,2
5401,1
