,pov6
16230,1
15202,1
486,1
5258,1
1529,1
7170,1
10726,1
8376,1
16948,2
10928,2
9962,5
3001,3
17175,1
12428,1
7428,1
12191,1
6312,1
17129,1
14273,1
15918,1
11323,1
7775,1
5770,1
10830,2
18276,1
7912,2
10881,1
9046,1
9417,2
14427,1
10403,1
7265,4
740,1
12201,1
7677,1
14308,1
6797,1
3502,1
11213,1
2345,1
12569,1
12660,1
12410,1
12166,1
11542,1
756,1
14937,1
8353,2
1712,2
2263,1
4597,2
11036,1
4694,1
6144,1
15396,1
366,1
3042,2
9073,1
6806,1
10519,1
10387,1
8019,1
14817,1
6072,2
1068,1
8880,1
3159,2
12933,1
18266,1
9181,1
6908,2
6617,1
3826,1
5998,1
14910,1
13063,1
12901,3
12583,1
18095,2
17881,1
18104,1
10793,1
9076,2
7172,2
1541,1
5411,1
7173,1
4435,1
2931,1
2533,1
12532,1
6191,1
3108,2
16011,1
12625,1
7259,1
262,2
6904,1
7920,4
16284,1
8248,1
2531,1
5676,1
7985,1
9354,1
1905,2
8187,1
11813,2
4443,1
2878,2
17268,1
6998,1
16325,1
388,1
3174,1
12693,1
15828,1
11237,2
131,1
1340,1
13045,3
2191,2
10163,2
15677,1
937,1
4109,1
4957,2
377,1
15191,2
10146,1
8264,1
9040,1
8282,1
6979,1
12359,2
12904,1
14392,1
6189,1
2427,1
3581,1
658,4
16756,1
2325,1
12609,1
6230,1
1077,2
6981,1
14416,2
16860,1
4241,1
9843,1
15394,1
17523,2
2724,2
10039,2
8796,3
17558,1
3736,1
3649,1
16599,2
12174,1
8773,1
1996,1
12005,1
7485,1
7649,1
11144,1
3572,1
17482,1
13636,3
7371,1
16474,1
4820,1
7293,1
12703,1
8468,1
17714,1
16238,1
4698,1
4002,1
2858,1
12425,1
10002,1
12531,1
16524,1
14094,1
16557,1
9968,1
14763,2
6501,1
11367,1
8076,1
8088,1
8972,1
4308,1
5274,1
13496,1
3312,1
10110,1
6938,2
6765,1
7398,2
12134,1
11503,6
14922,1
10032,1
13208,2
4571,1
10649,1
13888,1
16986,1
6672,1
15496,1
8508,4
7598,1
3910,1
3037,1
16519,1
8655,2
15686,2
14507,3
12443,1
15617,1
1826,2
3553,1
5371,1
4384,1
7156,1
15173,1
4849,1
11836,1
9573,1
11770,1
1552,1
4624,1
11317,1
10159,1
3847,1
8302,1
4389,1
13785,1
10462,1
3469,1
7408,1
3453,1
14936,1
17550,1
16635,1
9908,2
9557,6
11752,1
17725,1
8046,1
14662,2
8891,1
14091,1
8666,6
17817,1
6687,6
7961,1
5071,1
6167,1
5620,1
13945,2
501,1
14802,1
3492,1
14559,1
12994,1
9122,1
2367,1
8049,1
1911,4
16116,1
1324,3
14314,1
5880,1
12466,2
16978,1
5365,1
9504,2
15100,1
13851,1
14899,2
3791,2
6051,1
14455,2
8189,1
16819,1
12477,1
17461,1
6412,1
8507,1
9239,1
14205,3
12165,1
7652,1
8172,1
2393,1
10710,1
15787,1
10909,1
3587,1
12753,1
13375,2
12636,1
671,1
14660,1
17830,1
6267,1
7043,1
9012,6
6074,1
7320,6
640,1
10568,1
14093,1
17592,1
13195,1
10809,2
482,1
6700,1
17408,1
13935,1
7736,2
5209,1
18059,1
6105,3
2992,2
3095,2
11266,1
11075,2
4760,1
5385,1
1084,1
7802,1
6467,2
14711,1
14501,1
14560,6
5619,2
908,2
759,2
3803,1
4948,1
15201,1
5958,1
17335,1
1356,1
4530,1
14142,1
4563,1
15224,2
1894,1
9801,1
10951,1
4752,2
14034,1
14485,2
1433,1
17626,1
12036,1
18297,1
400,1
9784,1
3303,1
10600,1
210,1
5443,2
17798,2
621,1
7129,1
6903,2
80,1
12208,2
11593,6
4970,2
5666,1
693,5
9817,1
10981,1
3214,4
11297,2
14337,2
6311,1
11230,1
9561,3
9653,6
14839,1
15092,1
12317,1
940,1
3942,1
5769,1
4943,1
10547,2
3370,1
12160,1
16034,1
4042,1
6787,1
124,2
12517,1
5589,3
11885,2
7180,1
8442,1
12387,1
1377,1
8060,1
12723,2
2998,1
3541,1
8539,1
16197,1
1031,1
16083,1
4547,1
16969,1
389,1
6829,1
8911,2
11012,2
18248,1
15469,2
9409,2
440,1
5517,1
14240,2
10931,1
13955,1
4102,5
17833,1
4837,1
13406,1
2647,1
13742,1
4781,6
7377,2
8515,1
9454,1
1119,2
15673,4
7818,2
15470,1
11940,1
16485,1
728,2
18220,1
15714,1
11711,2
4840,1
2855,1
11665,1
13649,1
2618,1
10558,2
3486,1
11966,1
3078,1
18107,1
1412,1
7794,2
5672,1
17741,1
5487,1
18118,1
3018,1
5716,2
15812,1
3671,1
17387,1
7119,6
14215,1
15598,1
5120,2
5098,1
8622,1
461,6
5412,2
15622,1
6562,1
4313,1
534,2
8755,2
7624,1
17220,2
8598,1
12266,1
7760,1
5058,1
13255,1
15707,1
1058,1
3390,1
17895,1
5941,2
9372,1
6172,1
8475,1
3409,1
8150,1
17332,1
1982,2
16119,1
17235,1
5396,1
4178,1
17916,1
6785,1
14883,1
14224,1
3318,1
810,1
14254,1
15293,2
8611,1
14588,1
14961,1
3058,1
8600,1
40,1
1369,1
10355,1
2733,1
10806,1
1672,1
16518,1
7532,1
7244,1
3557,1
1162,2
15722,1
3285,1
5701,5
7763,1
10010,1
2965,1
5527,2
5450,1
16041,3
15276,1
2799,1
3958,1
6106,5
602,2
4566,1
7517,3
12865,1
8929,4
10930,1
9204,1
8139,2
15228,1
13180,1
9442,1
6701,2
12762,1
14424,1
7857,1
3623,1
14566,1
11806,1
4318,1
11656,1
1517,1
11977,1
5257,1
8070,1
18078,1
6760,1
16747,2
6092,2
9481,1
13326,2
15940,1
13120,1
3109,1
12912,1
9623,1
10005,2
3394,1
17445,1
6874,1
39,1
3844,1
13662,1
17710,1
5852,1
15510,1
7761,2
13783,2
8008,1
5158,1
8662,1
4877,2
4356,5
15284,2
3364,1
13031,1
9679,2
55,1
7560,1
15632,1
1691,4
10561,2
17115,2
10176,2
12349,1
12085,1
10132,1
8749,1
11725,6
4508,6
5366,1
8855,1
16612,1
3293,1
17281,1
14145,1
12605,1
3945,1
14570,3
12089,1
1362,1
13118,1
16589,1
12794,1
17012,1
15688,2
17689,2
1285,1
4118,2
12008,1
4365,1
11427,1
4971,2
10018,1
5164,1
5490,1
16233,2
8412,1
12633,2
4184,1
3346,1
1633,2
17927,1
11990,1
15343,1
2379,1
9703,1
18022,1
1107,1
10346,1
8962,1
10281,1
11933,1
190,1
10320,3
16510,1
14492,1
6961,1
2088,1
3640,1
13877,1
8971,1
11385,1
11207,1
14134,1
11309,1
4673,1
1548,2
15609,1
14276,1
38,1
5012,2
14742,1
2872,1
84,1
16408,2
17274,2
5109,1
6526,1
15198,1
6571,1
15782,1
5862,1
9495,6
17980,1
1476,1
13486,1
12551,2
1880,1
14014,2
7587,1
3684,1
2396,1
2636,1
13766,2
3690,1
17356,1
9467,1
13215,2
17647,2
11412,2
5778,1
6019,1
6589,1
1925,1
430,2
8363,1
4693,1
16285,1
3277,1
11486,1
16360,1
8946,3
567,1
16923,1
9223,1
3992,1
7258,5
2174,1
708,1
6024,1
13347,2
2662,1
12247,1
7874,1
17355,2
14884,1
5586,2
5023,1
18316,1
4637,1
1318,5
2904,1
10075,1
7263,2
11877,1
3168,1
12269,2
12844,2
17188,1
6660,4
11562,1
10115,1
10321,1
12515,1
3393,2
3901,1
2129,1
17440,2
2563,1
13812,3
159,1
15642,1
11269,6
18170,1
9833,1
9957,2
3178,1
13484,1
17034,1
2961,1
13847,1
15347,1
1664,1
6045,1
16021,1
4452,1
14778,2
921,3
17612,1
1408,2
8976,1
11743,2
1969,2
6212,2
12486,1
15698,1
5034,1
6848,1
9479,1
12098,1
6887,1
6769,2
17124,2
7317,1
6861,2
4809,2
9938,1
356,1
11511,1
14375,1
10902,1
4014,1
5345,1
2359,1
7943,1
17075,1
15403,1
11717,2
7547,6
1105,1
1041,1
8886,1
10732,2
1663,1
8444,1
16104,1
16092,1
14743,1
1822,2
2100,1
2181,1
5243,2
9116,1
6017,1
4551,2
8009,1
6556,2
8922,1
7708,1
497,1
9964,2
13595,1
9945,1
5934,1
11951,1
5467,2
1680,4
4145,2
11352,1
5461,1
8462,2
11287,1
16436,1
4111,6
16199,1
13868,1
458,1
14360,1
14249,2
5418,1
9505,2
1467,1
15153,1
184,1
4803,1
15392,1
10442,2
13825,1
10235,1
7310,1
7580,1
10901,1
109,1
9220,1
2516,1
3518,1
8043,2
5154,1
11079,1
11377,1
9875,2
15663,6
6957,1
16261,1
17329,1
17008,1
666,2
12042,1
10203,1
6698,1
17374,2
1269,2
1629,4
7245,1
6012,1
3034,1
8005,1
14422,2
13073,1
9937,1
11632,1
3399,6
2459,1
8053,1
14990,1
4472,1
1588,1
17589,1
10421,1
4103,1
5530,1
1229,2
14,1
8368,1
1807,1
17420,1
7391,1
14396,1
16868,1
17573,1
9199,1
3881,1
9853,1
11062,3
12746,1
13018,1
6527,2
2580,1
11005,1
13705,1
2194,4
8147,1
7165,1
2104,2
9415,1
9991,1
5244,1
4690,2
999,1
11439,1
10518,1
5902,1
17243,1
695,1
5225,1
4239,2
15059,1
2685,1
14203,1
1348,1
13974,1
233,1
2498,1
11910,1
14934,1
12061,1
592,2
384,2
11418,2
8201,2
13043,2
6668,1
2264,1
10819,1
1597,1
17125,2
14233,1
14054,1
4022,1
904,2
4613,1
517,1
11175,1
15043,1
571,1
6282,1
8128,1
4682,1
10040,1
11394,2
12958,1
61,1
5705,1
11812,1
12132,1
2407,1
10258,1
12403,2
15962,1
108,1
9873,1
9671,2
17889,2
318,1
2670,2
1211,1
2903,1
15325,2
10270,1
3542,1
12988,2
2725,1
4804,1
1639,1
9214,1
11855,1
9819,1
5422,1
3270,1
338,1
10802,2
14456,2
5139,1
16425,1
11751,2
11992,1
608,1
17891,1
14624,1
10339,1
9132,2
1304,3
17655,1
5208,1
3304,1
11970,2
4072,1
4505,1
17536,1
17321,1
16614,1
9292,2
2339,1
5266,1
15312,1
8463,1
3311,1
3000,2
327,1
9265,2
11681,2
15371,1
11558,1
15769,1
2002,1
3811,1
11242,1
1074,2
13475,2
456,1
607,1
2541,1
780,1
9571,2
15478,1
10579,1
4782,6
2216,1
15878,1
17844,2
9777,1
755,1
6999,5
12313,1
228,1
12130,1
3356,1
17932,1
11305,1
11179,1
18213,1
3057,1
11756,1
5698,1
14794,1
1456,1
7466,1
6090,2
18124,1
10794,2
2051,1
1602,1
11184,3
3079,6
11849,2
3584,1
3516,1
9823,1
2383,1
11249,1
1995,1
17487,1
13934,1
997,1
12649,1
10060,2
5404,1
11581,2
15370,1
12294,1
13833,1
1889,4
14104,1
4343,1
2663,1
9523,1
278,1
6851,1
8010,1
2425,1
4819,2
15225,1
14331,1
1809,1
17721,1
17113,1
9812,1
615,4
13803,2
16331,2
1593,1
18141,1
14088,1
15732,1
10383,1
11021,1
4459,1
5953,1
13346,2
9030,1
16681,1
5804,1
260,1
9974,1
3384,1
1447,6
14124,2
8414,2
7832,1
17154,1
3726,2
8689,1
6080,1
12383,2
14708,1
16878,1
8673,2
14074,1
15408,1
13152,1
8845,1
3429,2
13615,1
1352,1
3446,1
11830,1
18060,1
2206,1
4501,1
2149,4
3603,2
17691,1
13087,1
7618,2
18012,2
10919,1
16619,1
14406,6
14168,1
2523,1
17559,2
8377,2
14051,1
16646,2
18176,1
6305,2
3594,1
9339,2
2978,2
12249,1
10618,1
9841,1
10590,1
17764,1
12106,1
18071,1
5575,1
11748,1
8151,1
12295,1
4208,1
3816,1
11272,2
2701,1
4721,1
639,1
16744,1
6758,1
13296,1
10279,1
17887,1
8276,3
15244,2
4214,1
8037,1
9822,1
3566,5
15644,1
9869,2
4106,2
14865,1
17122,1
3324,1
18365,1
4842,1
4058,1
13724,1
11622,1
2688,1
1226,2
7039,2
2107,1
8833,1
18222,1
531,1
15073,1
14746,1
4085,1
1816,2
13699,1
10964,1
16381,1
9146,1
4031,1
15625,2
9902,1
13445,1
17193,1
1343,1
18269,4
3597,1
1717,2
1531,2
6166,2
4396,1
8693,1
4432,1
12872,1
7029,1
5389,1
10927,1
18318,1
12377,2
5639,2
3103,1
6554,1
1972,1
12622,1
5216,1
14483,2
3089,1
270,1
17338,2
7552,2
17043,1
12252,3
2356,1
9881,1
11127,1
4776,1
8058,1
6545,1
18219,1
14133,1
4147,1
15303,1
13327,1
10612,1
6082,1
11912,1
16086,1
10541,1
5691,1
398,2
12962,1
15735,1
12617,1
3991,2
10811,1
5695,1
929,1
10760,1
13525,1
12123,1
11667,1
14994,1
9235,2
13676,1
6855,2
4846,1
10239,5
15711,1
9098,1
16190,1
17715,1
2886,1
2288,1
6937,1
12424,3
15964,2
4404,1
2909,1
5806,1
11053,1
825,1
1573,2
16506,1
11306,1
8557,1
6154,1
3391,1
9813,1
8480,2
17379,1
13333,2
10717,1
4373,1
8497,1
6433,1
3510,1
8298,1
16955,1
11424,1
13051,1
9729,1
6237,1
334,1
13619,1
15102,2
13819,1
6368,1
11453,2
9157,1
12479,1
13836,1
16246,1
2971,6
8440,1
11099,1
11982,2
13560,1
6805,6
5957,1
17195,4
10915,1
2948,1
12807,3
14724,2
3271,1
8311,3
10557,2
2622,1
13212,1
6969,1
9188,1
6206,3
7223,1
2713,1
3763,1
1160,1
3287,1
4010,1
8783,1
5105,1
15005,1
3221,1
1062,1
10841,1
10698,1
998,1
3494,1
1281,1
14780,5
14962,1
13910,1
2500,1
14059,1
7031,2
17955,1
7679,1
16677,1
14657,1
1341,1
12022,1
2405,6
8849,1
17353,2
1817,6
10748,1
13235,1
15853,1
2143,1
15317,1
11861,1
15360,1
14918,1
2821,2
8307,1
5541,1
11001,1
15245,2
14063,2
13641,2
13855,1
17996,1
10191,1
9107,1
16226,1
8326,1
16465,1
12505,2
6246,1
4048,2
2269,1
14830,1
16650,1
660,1
14067,2
737,4
15602,1
3605,2
8713,1
3855,2
2582,2
8186,1
10718,1
11852,1
9237,2
1993,1
402,4
14617,4
8430,2
754,1
2056,1
16320,2
18008,1
17633,1
5573,5
13135,1
18345,1
1920,3
7023,2
3904,1
6195,1
12248,1
11987,1
16795,2
4560,1
332,1
14532,1
2462,2
7691,1
4556,1
13153,2
6683,1
7869,1
6958,2
3363,1
11125,1
8057,2
8131,2
2524,1
4590,1
6329,1
3630,1
700,2
1696,1
1851,1
14790,2
16529,2
3297,1
11060,1
8921,1
13538,2
5754,1
5165,1
13476,5
17152,1
3111,4
17080,1
7886,1
8517,1
17505,1
3659,1
3509,1
12079,1
3973,1
12991,1
4609,1
16679,2
9748,1
13359,1
5612,1
4640,1
14367,1
14384,1
6152,1
1461,1
16018,2
17840,2
18057,1
14747,2
1924,1
17508,2
11370,2
15330,1
307,1
14700,1
4297,1
16592,2
14856,2
5568,1
15911,1
6336,1
14940,1
3132,1
8913,1
6151,1
9378,6
17799,1
5822,2
12526,1
12380,1
9254,1
6518,1
7628,1
18317,1
9911,1
10567,3
7388,1
6857,1
1418,1
6159,2
3607,1
9005,1
7727,1
2966,1
17775,1
2652,2
664,2
16945,1
13685,1
8096,1
13679,1
9433,2
5992,1
8253,1
13687,2
13260,1
17224,1
17217,1
9919,1
9416,2
9233,1
907,2
16045,1
10215,1
2108,4
2911,1
5280,1
8116,1
8743,1
1039,1
18076,1
9450,1
9912,1
7594,6
12707,1
3627,1
14812,2
12535,1
15767,1
5932,2
942,2
5761,1
12751,1
14115,1
4778,1
11296,1
17209,1
69,1
17928,2
3976,1
18158,1
13140,1
17515,2
10924,1
7959,1
1779,1
10892,1
9054,1
14967,1
13061,1
882,1
12793,1
7285,1
437,1
6889,1
3414,1
5834,1
11928,1
14691,1
3920,1
9196,2
6587,1
15305,1
7381,1
13219,1
16690,1
17672,2
11405,1
18153,3
10388,1
8137,1
8045,1
17569,1
12745,1
63,1
17593,1
5985,1
2073,2
17884,2
7653,1
3913,1
7243,1
12305,1
5997,1
11963,1
11419,1
3206,1
16292,1
1334,1
5331,2
13143,2
5663,1
3130,2
12420,2
15995,1
11799,2
12956,3
1445,1
4211,1
11168,1
3177,1
12616,1
14138,2
11646,2
14997,1
13748,1
559,1
1549,1
8610,1
3465,1
5157,1
11315,1
1435,2
10814,1
4791,1
15421,1
13682,1
12409,1
192,1
10925,6
13369,1
4026,1
2139,1
10680,1
10960,1
10309,1
4080,2
8696,1
9507,2
4069,1
1479,3
1061,1
16644,1
7449,1
226,1
35,1
11531,1
10417,1
15299,1
182,1
7215,1
5576,1
4576,1
7783,1
10370,1
11084,2
17371,1
15188,1
14749,1
1287,2
10329,1
10189,1
10043,2
13933,1
13707,1
10846,1
2268,1
16863,1
1407,1
15002,1
1394,4
17616,1
4602,2
10576,1
12902,1
5344,1
16062,1
17381,1
3556,1
9971,1
17590,1
14564,2
5223,1
1838,1
15798,2
9477,1
12604,1
30,1
6654,1
3963,1
1056,1
1836,1
10197,1
15696,2
10932,1
8383,1
697,1
6680,2
9008,6
16028,1
10739,1
10410,1
18201,1
10904,1
2410,1
17701,1
16384,1
4680,5
16077,1
9674,1
14435,2
7019,1
4678,1
7027,1
6813,1
11524,4
18179,3
10777,1
12646,1
5248,5
9928,2
12708,1
14323,1
4910,1
18146,1
1585,3
9518,1
12419,2
11233,1
2485,1
11676,1
8450,2
9522,1
46,1
15555,5
6112,1
15577,2
3288,1
11874,2
13099,1
11411,2
16601,1
0,1
9476,1
16003,1
10583,1
6714,3
5525,2
4860,1
6205,1
4850,2
1189,1
12118,2
9093,1
12315,1
4363,1
9543,1
7194,1
17170,1
2991,2
1874,1
8524,1
12491,1
13810,2
951,1
13759,1
4579,1
16498,1
6835,1
1399,1
11201,2
3790,1
529,1
16944,1
14398,3
3276,1
7721,1
8217,1
2518,1
14081,1
12371,3
2915,1
2592,1
348,1
306,2
11515,1
17183,1
1708,2
16674,1
8123,1
4964,1
9982,3
16048,2
10703,1
15700,1
12670,2
11470,1
5908,1
15133,1
14178,2
2602,1
3352,1
8888,2
12680,1
13332,1
9545,1
12200,1
945,1
5746,1
2642,6
17481,2
9626,2
15393,1
17156,1
16348,1
1333,1
11774,1
9437,1
237,1
3063,1
16578,1
16718,1
1775,1
844,1
4370,1
1571,1
14339,1
7092,2
1857,2
2806,1
2481,1
3924,1
256,1
6449,1
14480,1
2555,1
8460,1
7503,3
15999,3
5352,1
8885,1
13003,1
2850,1
13146,1
13953,1
15791,1
18311,2
1135,1
9424,1
3145,2
5747,1
3933,1
4272,3
8481,1
7126,1
15135,1
696,1
4992,1
14544,1
4623,1
16267,1
16684,1
11061,1
11376,1
7306,1
10251,1
11649,1
3138,6
15098,1
10871,1
709,3
3045,1
12914,1
1290,1
7743,1
12340,1
8178,3
15257,1
11950,2
4470,2
11663,1
16660,1
9636,2
3886,1
9218,1
15582,3
5465,1
17250,1
10213,1
2013,1
2728,1
7522,1
13600,1
4152,1
2625,1
491,1
17664,2
3220,3
6689,1
1199,2
11527,1
11870,1
12128,1
16189,1
17618,1
14239,1
8266,1
10152,1
6655,1
2577,1
16063,1
2678,1
1014,2
16888,1
254,1
10605,1
5658,2
14706,1
10860,1
3238,1
15498,1
9877,1
4088,1
12001,1
1584,1
2754,1
14494,1
3373,1
3526,2
12676,1
7468,2
7281,1
16879,1
2314,1
4100,1
12514,1
5712,2
8941,2
7909,1
15945,1
1557,2
3778,2
7877,2
989,1
16634,1
2623,1
7616,1
16907,1
4444,1
10253,1
13281,2
11522,1
1895,1
14551,2
3931,1
11368,1
2830,2
15843,1
14040,1
3306,1
1921,2
4497,2
18245,1
1371,1
8541,1
6607,1
9457,6
6717,1
10045,2
18183,1
14538,1
15526,1
14983,1
10744,1
12107,1
7713,1
3965,1
10416,1
5040,2
7822,1
16461,1
4149,1
9487,1
15851,1
2739,1
16953,1
15641,1
13510,2
15635,1
15452,2
13826,1
11277,1
11821,4
3171,4
12924,1
11927,1
14665,1
2123,1
5790,1
15480,1
9583,1
13520,1
11797,2
17042,1
62,1
16794,1
16015,1
13262,1
12624,2
16700,1
8899,2
1298,4
8984,1
12463,1
9086,1
11690,1
7986,1
9976,1
9164,2
12755,1
10337,1
16727,2
1738,1
1958,1
8259,1
17157,1
12065,1
2801,4
4060,1
7096,1
12629,1
9033,1
14621,1
11696,3
12920,2
18139,1
17921,2
5178,1
15061,1
1551,1
7557,1
1968,1
8328,2
18331,1
6404,1
9432,1
17735,1
637,1
9451,1
7236,1
7208,1
11274,1
4336,1
10023,1
7216,1
15463,2
2637,1
1893,1
17521,1
12603,1
6168,1
16535,1
15007,2
11520,1
11150,1
6377,1
9194,1
11964,1
1117,2
15939,1
4073,1
5270,2
7859,1
12827,1
16347,1
4797,1
6335,1
12886,1
4337,1
6250,1
17092,1
3590,1
12674,2
10360,1
16004,1
13024,1
12070,1
3774,1
1562,1
3837,1
7502,2
17218,1
13459,1
1155,1
8273,1
8155,1
8727,1
13203,1
14791,1
11859,1
9763,1
12129,2
10100,1
13719,1
11463,1
10662,1
2192,1
12358,1
802,5
11396,1
8393,1
797,1
13307,1
11702,1
10653,1
14357,1
15016,1
8202,1
1350,1
16418,1
5618,2
6625,5
8325,2
3133,1
7737,1
10643,1
12261,1
848,1
15232,1
420,1
6121,1
15786,1
10471,1
10524,1
10148,1
13874,1
2477,1
6730,2
17752,1
7427,1
8250,1
5114,1
11255,1
13690,2
2530,1
14085,1
403,1
2260,2
1466,1
10048,1
12506,1
12115,1
337,1
1063,1
396,1
17740,1
9802,1
5392,1
12577,1
17026,1
14214,1
1726,1
353,1
15354,1
17551,1
2188,1
8297,2
16273,1
15864,2
4744,1
7519,1
2177,1
2538,1
2247,1
6257,6
14941,1
490,1
3283,1
2735,1
17703,1
16632,1
14644,1
9320,1
17659,2
9839,1
9542,4
11094,1
362,1
3571,3
6993,1
13000,1
7227,1
7623,1
1841,2
8590,1
9767,6
4438,1
926,1
5849,2
4592,1
16709,1
2771,1
11357,1
630,6
10661,2
5789,2
5170,1
14102,2
10322,1
7049,1
16597,1
4935,1
11537,1
10121,1
7013,1
5499,1
10314,1
18051,2
12783,1
13633,1
1024,2
3761,2
4231,1
4197,2
11049,3
6139,1
9720,1
14913,1
10081,1
5062,2
11662,4
6666,1
1587,1
7907,1
586,5
17800,2
1296,4
6431,3
7056,1
455,3
1833,1
12236,1
16814,1
6322,1
12471,1
2874,3
17032,1
589,2
4710,1
5041,2
1490,1
1002,1
9578,1
15376,2
11097,1
16543,1
5008,1
1565,5
14654,1
12615,1
5279,2
17595,2
15899,1
1617,1
11032,1
4202,1
13799,1
16928,1
8746,1
13492,1
5782,1
13670,1
3689,2
6238,1
10515,1
4276,1
11978,1
4616,1
7117,1
15472,1
1518,4
15318,1
14230,1
10949,1
18259,1
12408,2
11083,1
2115,2
9788,2
17929,1
12788,1
16975,2
16358,2
10992,1
16223,1
17365,1
6043,1
6133,1
14155,1
5286,2
15565,2
17737,1
14517,1
10026,1
9693,3
8036,1
9208,1
1758,1
12069,1
12739,2
15771,1
4532,1
12836,1
15006,2
13556,1
11404,1
1403,2
7905,2
11485,1
9483,1
800,1
5915,1
15434,1
3525,1
15846,1
9904,2
17766,1
2492,2
7361,1
6143,1
7666,1
18192,1
16051,1
17191,2
10771,1
3660,1
11834,1
2943,1
5068,1
5413,1
16397,1
10512,2
7331,1
4255,1
14419,1
4359,1
16482,1
17791,1
4728,1
8073,1
4020,1
8914,1
15824,1
2726,2
11943,1
1389,3
9969,1
5464,2
3986,2
6685,1
17946,1
5117,1
1961,1
4453,1
6354,1
849,1
5872,1
18189,1
2958,3
12567,1
17538,1
14358,1
13455,1
8092,1
2704,1
4939,1
8136,1
3784,1
6510,1
931,2
7102,2
17004,1
6204,1
11860,2
3047,1
6411,1
2938,1
5710,1
16245,1
14769,2
5395,1
12027,1
2491,1
18072,6
13647,2
6812,1
10436,1
8682,1
128,1
16926,1
905,3
4315,1
7535,1
7231,1
11820,5
3962,1
15063,2
4195,1
17574,1
4306,1
7264,1
8797,1
1488,1
18109,1
7429,1
2310,1
10940,1
3547,1
16006,1
3019,1
17131,2
3600,2
14732,1
14071,1
16840,2
11595,1
2776,1
3582,1
17351,1
18200,1
11798,1
16396,1
7723,1
15931,1
7439,1
14258,1
17231,2
15777,1
5925,2
1010,3
12189,1
13959,1
17400,1
13604,1
6843,1
4987,2
11244,2
16787,1
6288,1
13876,1
5482,1
2138,1
8806,1
2466,2
6615,1
2328,6
3961,1
9994,2
9664,1
10473,2
782,1
12391,1
1780,1
13999,2
2837,2
10792,1
12262,1
11780,1
12866,1
2486,1
2195,2
14848,1
285,1
18099,1
10766,1
16505,1
10240,1
14871,2
9019,1
2305,1
7568,1
6653,1
5198,1
3966,1
6824,1
9128,1
13230,1
4419,2
10255,6
8628,1
7271,1
10539,2
17820,1
17755,1
8498,1
14974,1
10849,1
5262,5
2246,1
1595,1
17045,1
9678,2
14370,1
8111,2
13751,1
7349,1
15383,2
4190,1
11121,1
557,1
5707,1
295,1
5630,1
11805,1
7788,1
16998,1
4227,1
13349,1
18014,1
15765,1
13390,1
13052,1
12423,5
16374,1
14037,1
11219,1
14162,1
16950,1
268,1
13188,1
5565,1
1247,2
6500,1
473,1
249,1
12949,1
8812,1
2120,1
4448,1
17911,1
14182,1
2015,1
13310,1
12528,1
1627,1
10297,1
136,1
7417,1
12512,1
4802,1
7278,1
4485,1
15839,1
5949,1
11369,1
17302,2
11362,1
12010,1
17997,1
6669,2
3989,2
14188,1
5777,1
145,1
17473,2
6550,1
2600,1
2730,1
11535,1
5774,1
14368,1
10338,6
13533,6
15397,1
5579,1
4855,1
10994,1
9806,1
15820,1
13521,1
12308,1
4193,1
5373,1
4134,1
7872,1
1537,1
10979,1
14951,1
14032,1
386,1
15212,1
7095,2
5398,1
4280,1
2281,1
15533,1
8676,1
12821,2
6592,1
5627,1
8013,1
15280,1
11822,1
16714,1
14948,1
5264,1
5614,1
16369,1
984,1
4806,1
2880,1
9091,1
13384,1
2411,1
8923,2
6132,1
9035,1
17685,1
18364,1
558,1
13378,2
17613,1
9405,1
1265,1
469,2
15194,1
14313,1
1289,1
5029,1
15669,2
7346,1
14628,1
11298,1
2007,1
7325,6
2370,2
17937,2
1417,1
9886,1
9186,2
6863,1
13086,1
8317,1
6444,1
3854,1
10779,1
8482,1
4235,1
15639,2
5841,1
12242,1
15411,1
15958,1
12441,1
5715,1
4705,1
15875,1
9981,1
1603,1
15327,1
15213,1
4925,1
8543,1
14629,1
4912,1
15091,1
8757,1
11882,2
11968,1
8254,1
5180,2
14467,2
1579,1
2833,2
16463,1
16717,2
4575,1
12792,1
9936,2
1523,1
5135,1
7471,6
5088,1
18215,2
13224,1
2661,1
11265,1
2953,2
9610,1
3631,1
17670,2
5820,1
17179,1
8549,1
2996,1
326,1
6323,1
7655,1
1465,1
13284,1
2330,1
9731,1
15744,1
974,6
13345,2
462,1
3555,1
13300,2
4144,2
12413,1
5950,1
12585,1
6423,1
1651,1
18335,1
9645,1
17116,1
17307,2
11123,1
11868,2
16897,1
7189,2
5065,1
8863,1
7556,1
1018,2
5419,1
1618,4
9225,1
9088,2
308,1
8030,1
2639,2
1367,1
4052,2
15738,1
8615,1
7537,1
11976,1
4205,1
16460,1
476,1
11804,1
3858,5
13802,1
10349,1
627,2
4198,2
15933,1
7572,1
9202,1
9668,2
4237,1
15725,1
3783,1
2831,1
6533,1
5910,1
9201,1
17146,1
10765,1
4036,1
14089,1
6819,1
7228,1
18040,2
17413,1
11654,1
9185,2
10595,1
12673,1
15773,1
16202,1
11038,1
12759,1
11460,1
16854,1
5767,1
766,1
6899,2
10893,1
1015,2
15429,1
17507,1
14860,2
4097,1
2145,2
16419,1
9367,1
10208,1
8732,1
1170,4
1276,1
9718,2
4082,2
14718,1
17011,1
14668,1
427,1
4395,1
9739,1
6507,2
